contigName	contigLen	totalAvgDepth	NIOZ130_v_NIOZ114.sam_sort.bam	NIOZ130_v_NIOZ114.sam_sort.bam-var	NIOZ130_v_NIOZ118.sam_sort.bam	NIOZ130_v_NIOZ118.sam_sort.bam-var	NIOZ130_v_NIOZ130.sam_sort.bam	NIOZ130_v_NIOZ130.sam_sort.bam-var
NIOZ130_sc7212_1	3719	40.371	15.0434	40.8875	16.5587	25.9754	8.76884	13.3717
NIOZ130_sc7223_1	3545	24.6916	4.44389	7.26753	12.0359	19.7672	8.21178	12.8287
NIOZ130_sc7236_1	17756	76.7656	16.9622	25.9015	31.9614	59.6113	27.842	54.7727
NIOZ130_sc7238_1	3187	48.2348	9.99704	28.2013	21.8594	72.2704	16.3783	37.8654
NIOZ130_sc7243_1	2987	39.9658	14.7032	20.2914	17.3789	31.2643	7.88368	15.7882
NIOZ130_sc7244_1	3282	40.4668	16.4939	40.4397	16.9652	37.1285	7.00798	12.1223
NIOZ130_sc7318_1	5294	37.3484	14.9646	29.2866	14.2397	20.479	8.14405	11.6152
NIOZ130_sc7333_1	2533	88.0122	19.0227	36.4362	37.6765	82.0467	31.3131	103.966
NIOZ130_sc7409_1	65983	68.7652	15.4773	31.2689	28.9192	62.651	24.3688	50.5221
NIOZ130_sc7493_1	6991	68.6451	17.12	33.7435	28.4783	53.189	23.0468	29.7658
NIOZ130_sc7497_1	3529	37.7035	16.1557	24.3495	14.7526	22.9965	6.79521	17.9574
NIOZ130_sc7508_1	2828	39.9257	14.4866	23.2458	17.5508	51.1681	7.88835	11.9168
NIOZ130_sc7521_1	40751	75.0272	16.5653	55.616	32.9033	180.307	25.5587	112.239
NIOZ130_sc7539_1	3525	35.7914	11.8566	35.0037	16.9428	50.9268	6.992	21.7572
NIOZ130_sc7542_1	5423	43.5955	17.6937	50.9679	17.4093	49.4813	8.49251	24.3885
NIOZ130_sc7557_1	4426	39.1677	14.6684	19.7039	17.8134	44.7698	6.68592	8.41711
NIOZ130_sc7571_1	5546	53.6177	10.8201	19.5116	21.3023	42.244	21.4954	33.1397
NIOZ130_sc7573_1	2692	15.7927	3.29504	4.40805	7.00472	17.6813	5.49292	7.00954
NIOZ130_sc7600_1	3858	41.1899	15.452	31.2126	16.6707	41.153	9.06715	10.667
NIOZ130_sc7626_1	17488	67.5288	16.364	32.1764	27.5871	47.6328	23.5776	36.9507
NIOZ130_sc7646_1	57878	66.2859	15.1588	26.4491	27.4362	60.1952	23.6909	48.0247
NIOZ130_sc7652_1	3070	40.0818	13.3866	19.6599	18.9908	28.4434	7.70445	12.4789
NIOZ130_sc7681_1	2504	19.0743	4.51742	18.4877	8.58241	22.1668	5.97494	15.925
NIOZ130_sc7685_1	3052	39.1351	13.795	27.5152	17.9018	48.3286	7.43832	17.3259
NIOZ130_sc7727_1	2523	43.7573	19.0434	24.8737	17.7598	47.3119	6.95407	7.77397
NIOZ130_sc7744_1	3583	43.635	18.2071	37.4542	17.1515	19.7072	8.27643	11.4909
NIOZ130_sc7763_1	13821	74.8041	16.2425	32.9433	33.4368	77.1793	25.1249	54.6436
NIOZ130_sc7767_1	5139	44.3165	14.659	28.6203	19.5129	93.7812	10.1445	33.2233
NIOZ130_sc7778_1	8743	44.0527	16.3378	34.3938	19.6938	32.9668	8.02106	13.484
NIOZ130_sc7806_1	2883	20.5156	4.72228	10.0615	9.89133	44.8007	5.90194	6.66837
NIOZ130_sc7820_1	3540	72.0802	14.551	19.2236	30.9006	112.808	26.6286	63.2225
NIOZ130_sc7840_1	17883	41.687	15.5711	31.5034	17.5722	41.0388	8.54373	14.6609
NIOZ130_sc7854_1	4395	34.8382	12.7131	28.2409	15.0188	19.8351	7.10648	10.6908
NIOZ130_sc7877_1	4383	73.2249	16.231	35.8384	30.7798	50.6261	26.214	45.6901
NIOZ130_sc7899_1	6134	34.8192	12.2675	22.0646	15.2956	31.2857	7.25602	8.67783
NIOZ130_sc7913_1	7521	42.6169	17.375	31.4933	17.0743	20.8024	8.16755	12.6899
NIOZ130_sc7915_1	2714	27.2239	4.48947	15.7724	13.8042	36.3076	8.93019	47.0631
NIOZ130_sc7924_1	3324	43.4156	16.729	25.7464	19.3333	30.8094	7.3535	15.9254
NIOZ130_sc7951_1	4748	39.4715	16.7973	37.3691	15.7993	30.584	6.87516	12.1884
NIOZ130_sc7969_1	4609	43.0215	16.0446	23.1432	18.2218	30.1078	8.7551	13.6436
NIOZ130_sc7990_1	9517	36.6305	12.4782	20.6043	16.2988	33.0322	7.85353	14.1032
NIOZ130_sc7991_1	6527	40.3814	16.0746	33.5118	17.1654	34.398	7.14129	12.4759
NIOZ130_sc8055_1	40864	66.3231	15.5752	29.029	27.6574	51.3916	23.0905	46.2641
NIOZ130_sc8087_1	9251	70.3104	17.4705	28.0426	30.369	72.4283	22.4709	34.5594
NIOZ130_sc8104_1	2646	36.4655	12.7328	25.1434	15.9828	23.8102	7.75	19.1792
NIOZ130_sc8127_1	4169	33.8196	12.7027	25.319	14.0017	44.7193	7.1152	8.40826
NIOZ130_sc8168_1	3618	37.2405	13.1765	21.3031	16.2584	27.3275	7.80565	15.2434
NIOZ130_sc8180_1	2752	44.6057	17.7982	29.8492	19.0861	43.099	7.72137	14.5126
NIOZ130_sc8191_1	2672	63.6217	15.9072	52.0795	25.5282	66.3847	22.1864	33.1535
NIOZ130_sc8192_1	102524	70.1562	15.838	30.3937	29.9192	63.5731	24.399	47.6405
NIOZ130_sc8196_1	5412	38.1678	14.683	29.8363	14.8993	23.113	8.58552	13.4441
